Date,open,high,low,close,volume,market_cap,year_week
2017-10-10,4779.1513171,4929.72804164,4735.57753611,4763.77707273,91278.01359825,434828108.4236194,2017-week(41)
2017-10-11,4770.34665775,4877.14521391,4727.97956977,4824.31426551,71777.28641104,346276186.7724748,2017-week(41)
2017-10-12,4826.10218338,5428.59513709,4819.39266259,5423.10976908,162191.72805248,879583544.8654499,2017-week(41)
2017-10-13,5634.607449233333,5846.282196836667,5476.2665254700005,5709.982071809999,128239.84218653668,728755575.1361293,2017-week(41)
2017-10-16,5704.19882136,5793.57257308,5581.09758172,5759.08376663,68825.49904046,396371814.25396407,2017-week(42)
2017-10-17,5760.14043357,5773.37336409,5530.05152612,5604.16548139,69904.18202499,391754603.9094351,2017-week(42)
2017-10-18,5604.58594404,5604.58594404,5125.26753833,5572.4177099,142093.16891956,791802490.9426504,2017-week(42)
2017-10-19,5582.4025493,5734.72549235,5523.14456705,5699.46091594,78031.80822047,444739241.15241766,2017-week(42)
2017-10-20,5900.951812063334,6108.508881306666,5760.422912676666,6002.535720886666,111152.67102632667,667241064.1849422,2017-week(42)
2017-10-23,5986.7572009,6052.68848221,5679.26752054,5894.72549395,133476.27077373,786805976.1667885,2017-week(43)
2017-10-24,5901.83134173,5901.83134173,5471.25389201,5512.76949242,138573.28700529,763922589.0671605,2017-week(43)
2017-10-25,5520.21138357,5743.00383667,5385.60519805,5739.1458686,104458.40683176,599502034.0085472,2017-week(43)
2017-10-26,5734.03747808,5974.41710747,5694.61015564,5893.64208773,92386.06018173,544490372.6068363,2017-week(43)
2017-10-27,5802.3823437500005,6047.84716527,5691.938976820001,5890.23239357,88164.30057781334,523727463.8698125,2017-week(43)
2017-10-30,6143.20807351,6223.18239522,6028.69974322,6139.94308537,74938.38601132,460117425.019232,2017-week(44)
2017-10-31,6131.10750843,6465.13189161,6097.53901869,6465.13189161,92410.85553214,597448369.2321652,2017-week(44)
2017-11-01,6441.84899337,6733.67789746,6361.22947432,6728.41784263,119374.54622991,803201826.8096519,2017-week(44)
2017-11-02,6747.32204146,7326.29605644,6747.32204146,7029.99625501,222894.01965966,1566944123.4711936,2017-week(44)
2017-11-03,7209.081055853334,7511.089685156668,7080.24388356,7333.0265214266665,113002.76091674001,827058979.8972338,2017-week(44)
2017-11-06,7383.06802998,7430.79687221,6951.27574103,6964.93255754,147130.97044965,1024757286.3077843,2017-week(45)
2017-11-07,6974.22444211,7222.20416133,6974.22444211,7131.38584212,89916.60278693,641229988.0864408,2017-week(45)
2017-11-08,7122.14817714,7834.1413054,7083.1814498,7479.92784814,206583.42904831,1545229143.9027863,2017-week(45)
2017-11-09,7459.47884339,7459.47884339,7060.56974579,7109.47290652,113269.21410213,805284408.8020169,2017-week(45)
